pseudogene_id	chrom	start	end	strand	parent_protein	frameshifts	insertions	deletions	stop_codons	exon_count	coverage	identity	evalue
PG4584	CP002686.1	14767016	14770727	+	AED95269.1	0	15	1	1	2	0.92	0.28	3.6e-13
PG4585	CP002686.1	14776232	14781340	-	AEE32491.1	4	10	27	1	2	0.71	0.25	2.5e-23
PG4586	CP002686.1	14785947	14787064	-	AEE76880.1	3	31	28	4	1	0.50	0.42	7.4e-44
PG4587	CP002686.1	14790795	14790900	-	AEC06182.1	1	1	0	0	1	0.64	0.78	7.8e-14
PG4588	CP002686.1	14792588	14792749	+	AEE78827.1	0	0	1	0	1	0.17	0.62	5.8e-20
PG4590	CP002686.1	14795528	14795605	-	AEE77700.1	0	0	0	1	1	0.16	0.85	1.2e-16
PG4592	CP002686.1	14825604	14825884	+	AEE31908.1	1	1	0	0	1	0.22	0.77	4.3e-33
PG4594	CP002686.1	14827070	14827147	-	AEE77700.1	0	0	0	1	1	0.16	0.78	1.9e-14
PG4595	CP002686.1	14828521	14828715	-	ANM62924.1	0	3	2	0	1	0.55	0.43	7.5e-14
PG4596	CP002686.1	14837685	14842400	+	AEE77957.1	0	7	31	3	3	0.93	0.45	3.1e-20
PG4597	CP002686.1	14844728	14844844	+	AEE82692.1	0	0	0	0	1	0.14	0.88	4.5e-21
PG4598	CP002686.1	14845290	14845355	+	AEC06191.2	0	0	0	0	1	0.27	0.83	3.4e-09
PG4599	CP002686.1	14845642	14850090	+	AED95269.1	0	29	7	0	2	0.96	0.29	5.8e-21
PG4600	CP002686.1	14856337	14857857	-	ANM65971.1	4	12	42	1	1	0.70	0.26	1.7e-31
PG4601	CP002686.1	14858659	14858931	-	AEC06017.1	0	0	0	0	1	0.33	0.27	1.9e-11
PG4602	CP002686.1	14863866	14865284	+	ANM66829.1	0	13	13	1	1	0.45	0.37	5.3e-68
PG4603	CP002686.1	14875040	14875356	-	AEE77604.1	1	1	2	1	1	0.26	0.34	1.2e-12
PG4604	CP002686.1	14875768	14876196	-	AEE77747.1	0	0	0	1	1	0.17	0.23	9.4e-12
PG4606	CP002686.1	14884211	14886364	-	AEE82854.1	0	3	2	1	3	0.93	0.56	8.5e-49
PG4607	CP002686.1	14887071	14887717	-	AEC07295.1	1	1	76	0	1	0.82	0.35	1.8e-22
PG4608	CP002686.1	14890256	14891166	+	ANM66829.1	1	14	6	3	1	0.28	0.30	3.2e-27
PG4609	CP002686.1	14893089	14893228	-	ANM62119.1	1	1	0	0	1	0.78	0.88	7.5e-23
PG4610	CP002686.1	14896996	14897292	+	ANM63073.1	0	24	0	1	1	0.56	0.34	5.4e-11
PG4612	CP002686.1	14908842	14909840	+	AEE85585.1	4	5	12	5	1	0.60	0.33	3.1e-37
PG4613	CP002686.1	14914026	14914307	+	AED93705.1	2	18	0	1	1	0.29	0.48	1.2e-11
PG4614	CP002686.1	14915815	14916669	+	ANM65971.1	0	7	3	0	1	0.36	0.29	1.5e-36
PG4615	CP002686.1	14919913	14920194	+	AEE82424.2	0	1	0	1	1	0.58	0.29	2.7e-14
PG4616	CP002686.1	14921106	14926592	-	AEC06043.1	1	3	8	3	4	0.87	0.53	1.2e-42
PG4617	CP002686.1	14931896	14932201	+	AEE31908.1	0	3	6	0	1	0.25	0.28	3.1e-11
PG4618	CP002686.1	14935683	14936045	+	AEE30081.1	0	0	1	2	1	0.51	0.28	6.1e-18
PG4619	CP002686.1	14937163	14938614	+	ANM66829.1	0	0	5	2	2	0.47	0.53	2.4e-46
PG4621	CP002686.1	14939510	14939730	-	AEE77509.1	1	1	1	0	1	0.30	0.50	6.8e-16
PG4622	CP002686.1	14951471	14952315	+	AEE31991.1	3	3	7	3	1	0.89	0.83	6.9e-69
PG4623	CP002686.1	14962419	14962520	-	AEE77611.1	0	0	0	2	1	0.24	0.66	3.3e-11
PG4624	CP002686.1	14964968	14965261	+	AEE76453.1	0	1	0	0	1	0.24	0.29	4.2e-13
PG4625	CP002686.1	14965790	14966563	+	ANM66829.1	0	2	0	1	1	0.25	0.35	6e-42
PG4627	CP002686.1	14967772	14969038	+	ANM65688.1	4	5	0	4	1	0.88	0.48	3.5e-113
PG4628	CP002686.1	14969736	14970617	+	AED93705.1	2	18	0	2	2	0.60	0.58	2.8e-27
PG4629	CP002686.1	14970979	14972331	+	ANM60795.1	0	6	10	1	2	0.54	0.28	7.6e-21
PG4630	CP002686.1	14974139	14977890	-	AEC06043.1	1	4	3	0	3	0.97	0.61	1.5e-53
PG4631	CP002686.1	14978141	14985700	+	AEE31874.1	4	12	26	0	2	0.98	0.69	1.4e-22
PG4632	CP002686.1	14986979	14987416	-	AEE31318.1	0	3	4	1	1	0.22	0.36	4.7e-18
PG4633	CP002686.1	14993707	14994429	-	ANM66829.1	0	1	3	1	1	0.23	0.36	4.5e-38
PG4634	CP002686.1	14994896	14995432	+	AEE34583.1	0	0	0	1	1	0.27	0.53	1.5e-38
PG4635	CP002686.1	14996076	14996462	+	AEE77604.1	0	0	2	2	1	0.31	0.26	2.7e-14
PG4636	CP002686.1	14998154	14998363	-	ANM66964.1	0	3	0	0	1	0.56	0.38	2.1e-11
PG4637	CP002686.1	15003284	15003490	-	AEC06002.1	0	0	0	1	1	0.59	0.76	6.6e-31
PG4638	CP002686.1	15011614	15013428	+	ANM65971.1	0	9	3	2	2	0.69	0.28	2.8e-31
PG4640	CP002686.1	15024678	15025408	-	AED93585.1	3	19	6	1	1	0.79	0.38	1e-13
PG4641	CP002686.1	15031480	15031607	-	AEE77818.1	1	1	0	1	1	0.29	0.82	1.7e-20
PG4643	CP002686.1	15046086	15046370	-	AEC06399.1	0	0	1	0	1	0.10	0.34	3.1e-13
PG4644	CP002686.1	15047311	15047679	+	AEE77763.1	0	1	0	1	1	0.95	0.90	4.4e-56
PG4645	CP002686.1	15048013	15048140	-	AEE77818.1	1	1	0	1	1	0.29	0.82	2.7e-21
PG4646	CP002686.1	15052618	15053433	+	AEE31318.1	0	18	3	0	1	0.38	0.45	1.5e-48
PG4647	CP002686.1	15053635	15054057	+	AEC06044.1	0	10	10	1	1	0.35	0.30	1.1e-12
PG4650	CP002686.1	15059580	15070695	+	AEC06046.1	0	14	0	0	3	0.29	0.48	4.8e-16
PG4651	CP002686.1	15072340	15073905	-	ANM65971.1	0	13	15	3	1	0.67	0.26	6.9e-28
PG4652	CP002686.1	15079237	15079415	-	AEE79812.1	1	2	0	0	1	0.13	0.87	1.4e-18
PG4654	CP002686.1	15087302	15087634	-	AEC08958.1	0	4	4	2	1	0.38	0.25	4.8e-10
PG4655	CP002686.1	15087819	15088540	-	AEC07306.1	1	1	3	1	2	0.64	0.47	1.3e-18
PG4656	CP002686.1	15090147	15090965	+	AEE32871.1	0	27	0	2	2	0.33	0.33	5.6e-14
PG4657	CP002686.1	15096347	15098264	-	AEE82854.1	4	25	2	7	3	0.76	0.62	8.2e-47
PG4658	CP002686.1	15098524	15098798	-	AED94885.1	1	1	0	2	1	0.36	0.63	7.2e-29
PG4659	CP002686.1	15100055	15100228	-	AEE77613.1	0	0	0	1	1	0.13	0.49	2e-12
PG4660	CP002686.1	15108541	15118036	-	AEE31874.1	2	2	0	1	3	0.43	0.79	7.1e-16
PG4662	CP002686.1	15135249	15136267	+	ANM60795.1	1	7	11	1	1	0.48	0.27	4.7e-31
PG4663	CP002686.1	15137622	15137834	+	AEE31908.1	0	0	0	1	1	0.17	0.72	1.6e-24
PG4665	CP002686.1	15139078	15139149	-	AEE77700.1	0	0	0	1	1	0.15	0.72	1.9e-12
PG4666	CP002686.1	15144623	15145060	+	AED93861.1	0	0	1	1	1	0.91	0.74	2.8e-59
PG4667	CP002686.1	15152521	15152643	+	AEE31908.1	0	0	0	1	1	0.10	0.69	2.2e-12
PG4668	CP002686.1	15153894	15153974	-	AEE77700.1	0	0	0	1	1	0.17	0.79	1.2e-14
PG4669	CP002686.1	15165684	15166423	-	AEE31318.1	1	11	0	4	1	0.35	0.56	9.8e-44
PG4670	CP002686.1	15166455	15166586	+	AEC05388.1	0	0	0	0	1	0.25	0.53	3.5e-14
PG4671	CP002686.1	15170052	15170857	-	AEE77837.1	0	0	0	4	2	0.86	0.67	5.6e-37
PG4672	CP002686.1	15172731	15172850	-	AED96279.1	0	0	0	0	1	0.11	0.56	8e-15
PG4673	CP002686.1	15174645	15175940	-	ANM65689.1	0	16	11	0	1	0.80	0.27	4.6e-45
PG4674	CP002686.1	15176151	15176402	-	AEE84338.1	0	0	0	0	1	0.22	0.79	8.2e-42
PG4675	CP002686.1	15176412	15177310	-	AEE31993.1	1	3	10	0	1	0.49	0.29	2.9e-31
PG4676	CP002686.1	15185772	15186479	-	AEE32260.1	0	23	0	6	1	0.89	0.57	1e-40
PG4677	CP002686.1	15187056	15187361	-	ANM66829.1	0	1	0	1	1	0.10	0.38	8.6e-17
PG4678	CP002686.1	15217861	15218346	-	AED93618.2	0	4	0	3	3	0.45	0.78	2.5e-17
PG4680	CP002686.1	15230255	15230566	-	AEE84164.1	0	0	0	1	1	0.28	0.70	2.4e-43
PG4682	CP002686.1	15246438	15247406	-	AED94473.1	1	1	0	3	2	0.22	0.48	4e-16
PG4683	CP002686.1	15249847	15250275	+	AEE73662.1	0	0	4	0	1	0.50	0.29	6.1e-17
PG4684	CP002686.1	15250620	15250947	+	AEE31908.1	1	16	0	1	1	0.22	0.69	1.4e-29
PG4685	CP002686.1	15262156	15262483	+	AEE31908.1	1	16	0	2	1	0.22	0.68	4.6e-28
PG4687	CP002686.1	15263659	15263736	-	AEE77700.1	0	0	0	1	1	0.16	0.74	4.7e-14
PG4688	CP002686.1	15265980	15268085	-	AEC06399.1	1	10	0	1	2	0.60	0.42	4.5e-38
PG4689	CP002686.1	15268241	15268370	-	AED93741.1	1	1	0	1	1	0.81	0.70	3.9e-16
PG4690	CP002686.1	15271939	15273370	-	ANM65689.1	1	2	6	0	1	0.91	0.52	2e-140
PG4691	CP002686.1	15273836	15275050	-	AEE31993.1	0	6	0	2	1	0.64	0.31	1.6e-62
PG4692	CP002686.1	15276052	15276711	-	AEC05391.1	0	11	3	0	1	0.41	0.22	7.9e-17
PG4693	CP002686.1	15279347	15279849	+	AEE32871.1	1	1	0	2	2	0.24	0.92	3.7e-41
PG4695	CP002686.1	15286186	15286299	-	AEE78642.1	0	0	5	0	1	0.13	0.77	1.4e-13
PG4696	CP002686.1	15288249	15290939	+	AEE78828.1	1	12	9	0	7	0.80	0.60	9.5e-43
PG4697	CP002686.1	15292031	15292132	+	AEE84529.1	0	0	0	0	1	0.26	0.80	3e-16
PG4698	CP002686.1	15292495	15292674	+	AEE31855.1	0	0	0	0	1	0.98	0.90	6.6e-30
PG4699	CP002686.1	15307927	15308330	+	AEC06131.1	1	1	0	1	1	0.25	0.30	3.6e-20
PG4700	CP002686.1	15309320	15310533	+	AEE31993.1	1	4	1	1	1	0.64	0.31	2.4e-56
PG4701	CP002686.1	15310543	15310797	+	AEE84338.1	0	0	1	0	1	0.23	0.29	6.8e-13
PG4702	CP002686.1	15310993	15312568	+	ANM65689.1	2	6	4	2	1	0.99	0.52	1.7e-138
PG4703	CP002686.1	15313553	15314576	-	ANM66829.1	4	8	5	4	1	0.33	0.38	3.8e-58
PG4704	CP002686.1	15314861	15315061	+	AEC06002.1	0	0	0	0	1	0.58	0.79	9.2e-29
PG4705	CP002686.1	15316631	15317215	+	AEE78828.1	0	2	2	3	1	0.57	0.46	4.7e-42
PG4706	CP002686.1	15317471	15317560	+	AEE34640.1	0	0	0	0	1	0.11	0.84	7.5e-16
PG4707	CP002686.1	15320822	15321094	+	AEC06017.1	0	0	0	0	1	0.33	0.26	9.1e-12
PG4708	CP002686.1	15321881	15322774	+	AEE32491.1	0	4	12	0	1	0.39	0.24	8e-20
PG4709	CP002686.1	15329659	15330543	-	AEE31318.1	0	10	4	0	1	0.43	0.44	5.4e-53
PG4710	CP002686.1	15330827	15330892	-	AEC06191.2	0	0	0	0	1	0.27	0.91	2.1e-10
PG4711	CP002686.1	15331338	15331457	-	AEE82692.1	0	0	0	0	1	0.14	0.95	2.3e-24
PG4713	CP002686.1	15336477	15347808	-	AEE34639.1	4	7	2	3	4	0.77	0.63	2.7e-44
PG4714	CP002686.1	15349706	15350269	+	AEE31993.1	3	3	6	1	1	0.31	0.27	7.1e-21
PG4715	CP002686.1	15350276	15350662	+	AEE84338.1	0	1	7	2	1	0.36	0.28	1e-18
PG4716	CP002686.1	15351113	15352740	+	AEE85585.1	4	5	8	4	2	0.95	0.31	1.3e-56
PG4717	CP002686.1	15360478	15361394	+	AED93887.1	2	6	8	1	2	0.57	0.65	7.3e-51
PG4718	CP002686.1	15361823	15363304	+	AEE31993.1	2	3	2	2	2	0.72	0.63	2.5e-123
PG4719	CP002686.1	15363324	15365341	+	AEE31992.1	1	1	0	2	3	0.99	0.62	2.1e-61
PG4720	CP002686.1	15373642	15384000	+	ANM65971.1	0	20	17	2	5	0.70	0.29	7.5e-34
PG4721	CP002686.1	15387764	15390294	-	AED95269.1	2	19	0	4	2	0.95	0.29	7.5e-12
PG4722	CP002686.1	15395899	15396402	+	ANM66829.1	0	4	0	2	1	0.16	0.35	2.1e-24
PG4723	CP002686.1	15401180	15401484	+	AED94061.1	3	9	5	0	1	0.40	0.52	7.7e-20
PG4724	CP002686.1	15403890	15405378	-	AEE81963.1	0	2	37	0	2	0.98	0.66	7.2e-69
PG4725	CP002686.1	15409269	15409658	+	AED92678.1	0	2	2	2	1	0.36	0.28	1.2e-15
PG4726	CP002686.1	15410131	15420491	+	AED94059.1	0	0	1	4	2	0.68	0.43	3.3e-25
PG4727	CP002686.1	15422366	15422505	-	ANM62119.1	1	1	0	0	1	0.78	0.81	3.9e-23
PG4728	CP002686.1	15423688	15425210	+	ANM60795.1	2	23	18	4	2	0.71	0.25	3.5e-21
PG4729	CP002686.1	15425278	15425347	+	ANM63056.1	1	1	0	1	1	0.28	0.88	3.3e-12
PG4730	CP002686.1	15426468	15426683	+	ANM63199.1	0	0	0	0	1	0.99	0.93	1.5e-44
PG4731	CP002686.1	15427703	15428212	-	ANM69636.1	0	22	0	0	1	0.18	0.34	4.5e-18
PG4732	CP002686.1	15429885	15430076	-	AEC06002.1	0	4	0	1	1	0.52	0.68	1.1e-18
PG4733	CP002686.1	15436379	15436516	+	AEE82789.1	0	0	0	1	1	0.10	0.87	4.5e-21
PG4734	CP002686.1	15439475	15439619	-	AEE76134.1	1	2	0	0	1	0.11	0.69	6.6e-13
PG4735	CP002686.1	15440581	15442188	-	AEE85585.1	1	4	4	4	2	0.95	0.36	2.2e-43
PG4736	CP002686.1	15444042	15444983	-	AEE31993.1	0	3	13	1	1	0.52	0.25	2.7e-19
PG4737	CP002686.1	15446373	15446897	-	AEE77675.1	0	0	1	1	1	0.52	0.25	3.5e-19
PG4738	CP002686.1	15456837	15456986	-	AEE31874.1	0	0	4	2	1	0.42	0.64	4.6e-16
PG4739	CP002686.1	15458495	15458604	-	AED93906.1	1	2	2	1	1	0.24	0.68	3.8e-13
PG4740	CP002686.1	15472123	15472284	-	AEE31874.1	0	0	0	3	1	0.42	0.73	2.2e-20
PG4741	CP002686.1	15477618	15484014	+	AED98298.1	1	2	4	0	2	0.99	0.57	1.2e-20
PG4742	CP002686.1	15487254	15487902	+	AEC10001.1	1	2	0	0	1	0.59	0.26	1.8e-23
PG4743	CP002686.1	15488803	15489962	+	AEE31993.1	0	2	8	2	2	0.64	0.30	1.8e-28
PG4744	CP002686.1	15490822	15491907	+	AEE85585.1	0	1	12	1	1	0.65	0.34	5.7e-34
PG4745	CP002686.1	15493667	15495202	-	AEE85585.1	0	5	20	1	1	0.92	0.31	7.5e-38
PG4746	CP002686.1	15495647	15496036	-	AEE84338.1	0	1	7	0	1	0.36	0.29	1.4e-19
PG4747	CP002686.1	15496049	15497191	-	AEE31993.1	0	1	17	2	1	0.63	0.27	3.1e-29
PG4748	CP002686.1	15498625	15499212	-	AED94059.1	0	0	8	0	1	0.57	0.29	5e-26
PG4749	CP002686.1	15500861	15501187	+	AEE82756.1	0	9	0	1	1	0.59	0.29	2e-10
PG4750	CP002686.1	15507766	15509300	-	AEE85585.1	0	6	13	6	2	0.91	0.32	3.8e-34
PG4751	CP002686.1	15524738	15525009	+	AEE76914.1	1	1	2	3	1	0.57	0.52	1e-22
PG4752	CP002686.1	15525599	15526937	+	AEE34583.1	0	6	7	1	2	0.32	0.29	2.7e-14
PG4753	CP002686.1	15528933	15537246	-	AEE31993.1	1	6	28	0	2	0.67	0.29	5.2e-28
PG4754	CP002686.1	15538157	15538537	-	AEC06131.1	0	4	6	0	1	0.24	0.29	2.3e-10
PG4755	CP002686.1	15544354	15545769	+	ANM66829.1	0	0	5	1	1	0.46	0.39	1.2e-84
PG4756	CP002686.1	15562726	15563007	-	AEE77379.1	0	0	12	2	1	0.36	0.29	6.4e-10
PG4757	CP002686.1	15570449	15571144	-	AEE32590.1	0	34	13	0	1	0.65	0.59	1.5e-26
PG4758	CP002686.1	15574967	15575799	+	AEE77818.1	0	0	0	0	3	0.99	0.88	2.6e-38
PG4759	CP002686.1	15580284	15580661	-	AEE30476.1	0	2	4	0	1	0.36	0.30	1.2e-10
PG4760	CP002686.1	15583269	15583847	-	ANM70864.1	0	23	0	1	1	0.96	0.33	3.3e-14
PG4761	CP002686.1	15585788	15586177	-	AEE77747.1	0	0	0	1	1	0.16	0.27	2.5e-14
PG4762	CP002686.1	15587555	15587722	+	ANM69054.1	0	0	0	1	1	0.97	0.95	1.8e-31
PG4763	CP002686.1	15588197	15589796	+	AEE77728.1	1	5	32	1	2	0.74	0.33	8.9e-22
PG4764	CP002686.1	15590204	15590731	+	AEC06196.1	0	2	5	3	1	0.33	0.35	1.1e-24
PG4765	CP002686.1	15590908	15591241	-	AEE32256.1	2	5	1	0	1	0.34	0.79	7.8e-42
PG4766	CP002686.1	15595854	15597256	+	ANM66829.1	1	1	6	0	1	0.45	0.39	1.5e-84
PG4767	CP002686.1	15607170	15607616	-	AEE74775.1	0	0	5	2	1	0.32	0.25	7.2e-14
PG4768	CP002686.1	15622344	15622817	+	AEE30081.1	0	5	0	2	1	0.65	0.30	1.2e-23
PG4769	CP002686.1	15624947	15626624	+	ANM66829.1	1	8	1	1	1	0.53	0.52	3.9e-121
PG4770	CP002686.1	15629627	15629962	-	AEC06258.1	0	0	0	2	1	0.33	0.45	1.1e-23
PG4771	CP002686.1	15630889	15631794	-	AEE78318.1	2	24	20	8	1	0.99	0.46	1.1e-36
PG4772	CP002686.1	15635138	15635804	+	AEC06007.1	0	2	12	0	2	0.96	0.38	1.4e-26
PG4773	CP002686.1	15641564	15641647	-	AED97848.1	0	0	0	0	1	0.12	0.76	2.5e-13
PG4775	CP002686.1	15648010	15649014	-	ANM65688.1	0	3	3	0	1	0.70	0.45	3.2e-80
PG4776	CP002686.1	15649188	15649582	+	AEC06375.1	1	1	3	1	1	0.71	0.35	7.2e-15
PG4777	CP002686.1	15650022	15650318	+	AEC07695.1	0	1	0	0	1	0.26	0.30	2e-12
PG4779	CP002686.1	15651304	15652953	+	AEE31110.1	1	1	1	1	5	0.99	0.90	6.4e-23
PG4780	CP002686.1	15668797	15669647	-	AEE34008.1	1	35	4	10	2	0.32	0.64	1.4e-45
PG4781	CP002686.1	15670299	15670846	+	AEE30081.1	1	1	3	0	1	0.78	0.33	3.2e-29
PG4782	CP002686.1	15673238	15674510	+	ANM66829.1	5	5	5	6	1	0.41	0.45	4.6e-83
PG4783	CP002686.1	15675293	15675897	-	AEE31648.1	0	2	4	6	2	0.59	0.57	1.5e-15
PG4784	CP002686.1	15682308	15682562	-	AEC06678.1	0	0	1	1	1	0.22	0.39	1.5e-20
PG4785	CP002686.1	15692317	15693078	+	AEC06701.1	0	0	1	1	1	0.83	0.34	6.8e-42
PG4786	CP002686.1	15693886	15695046	+	AEE31993.1	2	11	21	5	1	0.64	0.28	7.9e-26
PG4787	CP002686.1	15695065	15695301	+	AEE84338.1	0	1	0	0	1	0.21	0.41	1.5e-19
PG4788	CP002686.1	15695966	15697505	+	AEE85585.1	1	3	10	4	2	0.91	0.28	1.3e-26
PG4789	CP002686.1	15699794	15699934	+	AEE32590.1	0	0	1	0	1	0.15	0.78	2.1e-20
PG4791	CP002686.1	15710865	15711141	-	AEE31334.1	0	0	9	2	2	0.99	0.78	2.9e-17
PG4792	CP002686.1	15712806	15722551	-	AEE31908.1	0	0	0	2	2	0.22	0.75	2.9e-31
PG4793	CP002686.1	15722693	15724099	-	ANM66829.1	0	14	5	1	1	0.44	0.35	2e-68
PG4794	CP002686.1	15727005	15727272	-	AEE31334.1	0	0	0	1	2	0.86	0.89	2.6e-29
PG4795	CP002686.1	15727667	15727770	+	AEE31778.1	1	1	0	2	1	0.23	0.81	5.8e-17
PG4796	CP002686.1	15730414	15730499	-	AEE33372.1	1	1	0	0	1	0.14	0.77	2.2e-13
PG4797	CP002686.1	15732078	15732343	+	AEE32813.2	1	2	2	0	1	0.43	0.48	1.1e-17
PG4798	CP002686.1	15732681	15732782	-	AEE82351.1	0	0	0	1	1	0.10	0.63	3.8e-13
PG4799	CP002686.1	15733248	15733941	-	ANM63061.1	0	17	0	6	3	0.99	0.72	3.6e-17
PG4800	CP002686.1	15738620	15738676	-	AEE77712.1	0	0	0	0	1	0.16	0.85	4.7e-11
PG4801	CP002686.1	15739757	15739881	+	AEE31881.1	1	1	1	1	1	0.19	0.64	3.5e-14
PG4802	CP002686.1	15744386	15744463	+	AED95839.1	0	0	0	0	1	0.37	0.74	1.2e-13
PG4803	CP002686.1	15746912	15747088	+	AEC07897.1	0	1	1	0	1	0.18	0.56	7.4e-14
PG4805	CP002686.1	15769099	15770655	-	ANM66829.1	0	3	2	0	1	0.50	0.60	5.3e-160
PG4806	CP002686.1	15772645	15773262	-	AEE30081.1	0	0	8	0	1	0.90	0.30	7.6e-30
PG4807	CP002686.1	15777106	15777397	-	AED96328.1	2	6	4	1	1	0.27	0.43	2.5e-16
PG4808	CP002686.1	15779432	15779503	+	AEC08794.2	0	0	0	0	1	0.13	0.72	4e-10
PG4810	CP002686.1	15781667	15781844	+	AEE29227.1	1	1	0	0	1	0.15	0.90	3.1e-23
PG4812	CP002686.1	15787765	15788397	-	ANM60795.1	0	0	0	0	1	0.29	0.21	3.5e-16
PG4813	CP002686.1	15788426	15788916	-	ANM69021.1	1	1	2	3	1	0.34	0.42	3.4e-34
PG4814	CP002686.1	15788996	15789159	+	AEC06002.1	1	1	0	1	1	0.47	0.80	2.7e-23
PG4815	CP002686.1	15795414	15795839	-	AED93235.1	0	2	9	2	1	0.33	0.45	1.1e-28
PG4817	CP002686.1	15803993	15805821	+	AEE77648.1	0	24	1	2	4	0.99	0.80	9e-112
PG4818	CP002686.1	15806026	15806968	+	AEE31991.1	2	2	0	0	1	0.97	0.92	1.8e-162
PG4819	CP002686.1	15808968	15810566	+	AEE85585.1	0	3	18	0	1	0.95	0.30	2.2e-30
PG4820	CP002686.1	15831040	15831240	-	AEC06002.1	0	0	0	3	1	0.58	0.65	4e-26
PG4822	CP002686.1	15846992	15854686	+	AEE77857.1	5	9	23	1	4	0.74	0.68	4.3e-16
PG4824	CP002686.1	15858317	15858563	-	AED95632.1	2	3	2	2	1	0.39	0.51	8.6e-16
PG4825	CP002686.1	15859386	15860954	-	ANM65689.1	0	2	2	0	1	0.98	0.53	5.2e-157
PG4826	CP002686.1	15861474	15865930	-	AEE77857.1	4	8	34	2	4	1.00	0.70	6.1e-54
PG4827	CP002686.1	15868247	15868453	-	AEC05920.1	2	5	0	0	1	0.18	0.76	1.2e-19
PG4829	CP002686.1	15876726	15877101	+	AED94892.1	1	2	0	2	1	0.98	0.71	1.1e-47
PG4830	CP002686.1	15883614	15883896	+	AEC06033.1	1	1	6	1	2	0.46	0.71	1.7e-21
PG4831	CP002686.1	15897604	15897852	+	AEE82756.1	0	0	0	0	1	0.49	0.48	1.4e-17
PG4832	CP002686.1	15898662	15900178	+	AEE85585.1	3	12	32	3	2	0.92	0.34	1.8e-35
PG4833	CP002686.1	15900467	15900760	+	AEE77860.1	0	0	0	0	1	0.22	0.58	5.2e-29
PG4834	CP002686.1	15913095	15914916	-	ANM65971.1	0	18	9	0	3	0.73	0.31	4.6e-24
PG4835	CP002686.1	15915977	15916084	+	AEE31778.1	0	0	0	3	1	0.23	0.78	2.2e-16
PG4836	CP002686.1	15918908	15924536	-	AEE81986.1	2	6	2	0	2	0.64	0.90	4.2e-58
PG4838	CP002686.1	15934351	15934490	-	AED95084.1	1	1	0	1	1	0.15	0.77	1.1e-18
PG4839	CP002686.1	15936263	15936495	-	AEE33067.1	0	0	0	0	2	0.10	0.91	3.4e-18
PG4841	CP002686.1	15956887	15957123	-	AEE86443.1	0	0	0	1	1	0.10	0.68	3.1e-31
PG4842	CP002686.1	15958444	15959749	-	ANM66829.1	1	5	6	1	1	0.42	0.44	1.1e-90
PG4843	CP002686.1	15960398	15961629	+	ANM66829.1	1	1	10	5	1	0.40	0.29	4.4e-43
PG4844	CP002686.1	15962893	15963240	+	AEE32009.1	0	1	11	0	1	0.53	0.35	9e-15
PG4845	CP002686.1	15965754	15966257	-	AEE79418.1	0	5	4	1	1	0.99	0.50	2e-50
PG4846	CP002686.1	15967599	15967796	+	AEE79360.1	0	0	0	0	1	0.12	0.82	8.8e-28
PG4847	CP002686.1	15967834	15967950	+	AEE77509.1	0	0	0	0	1	0.16	0.68	4.5e-17
PG4850	CP002686.1	15997230	15998569	+	AEE85601.1	4	12	7	4	2	0.98	0.42	7.4e-28
PG4851	CP002686.1	15999227	15999799	-	AEE30081.1	0	0	1	2	1	0.81	0.29	5.4e-31
PG4852	CP002686.1	16038275	16038532	-	AEC06300.1	0	10	0	0	1	0.22	0.42	1.4e-14
PG4853	CP002686.1	16043762	16043848	-	AEC09412.1	0	0	0	0	1	0.24	0.77	8.9e-13
PG4855	CP002686.1	16055824	16060379	+	AEE77907.1	0	0	0	3	4	0.45	0.82	4.1e-17
PG4856	CP002686.1	16071720	16071955	+	AEE78152.1	0	0	0	0	2	0.45	0.87	3.2e-13
PG4857	CP002686.1	16077371	16077672	+	AEE85789.1	3	3	19	1	1	0.40	0.39	1.9e-09
PG4858	CP002686.1	16084664	16084789	-	DAB41499.2	0	0	0	1	1	0.22	0.67	2.3e-20
PG4859	CP002686.1	16089592	16089663	-	AEC09412.1	0	0	0	0	1	0.20	0.76	1.7e-10
PG4860	CP002686.1	16101417	16101758	+	AED95269.1	0	5	1	0	1	0.12	0.22	4e-10
PG4861	CP002686.1	16102814	16103136	+	AEC06040.1	1	3	0	0	1	0.23	0.28	1.3e-10
PG4862	CP002686.1	16112687	16113182	+	AEE31424.1	4	8	5	5	1	0.51	0.62	4e-44
PG4863	CP002686.1	16148547	16148741	+	AEE31993.1	0	0	0	0	1	0.10	0.44	8.5e-18
PG4864	CP002686.1	16155640	16155759	+	AEE77404.1	0	0	0	0	1	0.98	0.98	9.9e-13
PG4865	CP002686.1	16159965	16160332	-	AEE77662.1	1	1	0	1	2	0.23	0.76	5.5e-23
PG4866	CP002686.1	16162657	16162986	-	AEE77670.1	0	0	9	0	1	0.72	0.54	1e-26
PG4867	CP002686.1	16170677	16171230	+	AED96544.1	1	1	17	5	2	0.37	0.55	3.3e-13
PG4868	CP002686.1	16173923	16174030	+	AEE31778.1	0	0	0	2	1	0.23	0.76	7e-18
PG4869	CP002686.1	16174433	16180935	+	AEE77876.1	1	3	0	3	3	0.99	0.63	8e-21
PG4870	CP002686.1	16203171	16203338	-	AEE30351.1	0	0	4	1	1	0.10	0.47	1.7e-10
PG4871	CP002686.1	16204111	16204303	+	AEE74530.1	1	1	0	2	1	0.14	0.61	2.6e-18
