#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CP002687.1	2349745	2350349	+	AT3G54540.1	0.27	12	6	2	2	2e-24	0.551	0	FRAG
CP002687.1	2357418	2357951	+	AT5G36228.1	0.50	0	1	0	0	9e-30	0.313	0	FRAG
CP002687.1	2363454	2364943	+	AT4G29090.1	0.90	7	24	4	4	4e-35	0.320	3	FRAG
CP002687.1	2365562	2366754	+	AT2G13450.1	1.00	6	1	1	0	2e-109	0.679	3	PSSD
CP002687.1	2379439	2379822	+	AT3G23970.1	0.31	5	5	2	1	1e-08	0.504	0	FRAG
CP002687.1	2496935	2497238	+	AT1G60720.1	0.33	9	1	2	4	7e-13	0.466	3	FRAG
CP002687.1	2569717	2569868	+	AT4G08039.1	0.74	1	0	1	3	7e-08	0.725	0	FRAG
CP002687.1	2587432	2587646	+	AT3G15351.2	0.58	2	5	2	0	5e-08	0.553	0	FRAG
CP002687.1	2589557	2590034	+	AT2G26430.1	0.46	3	31	2	4	2e-57	0.691	0	FRAG
CP002687.1	2624754	2625240	+	AT5G24480.1	0.46	4	0	2	0	7e-27	0.540	3	FRAG
CP002687.1	2654449	2654958	+	AT3G24255.1	0.18	0	0	0	0	2e-25	0.53	0	DUP
CP002687.1	2674248	2674547	+	AT1G77815.1	1.00	0	0	0	0	2e-38	0.920	0	PSSD
CP002687.1	2725690	2726212	+	AT4G05380.1	0.58	4	0	3	0	3e-08	0.78	0	FRAG
CP002687.1	2777408	2777611	+	AT4G36840.1	0.28	1	0	0	1	6e-13	0.618	0	FRAG
CP002687.1	2811374	2812507	+	AT3G30520.1	0.76	12	2	0	3	1e-53	0.55	0	DUP
CP002687.1	2813307	2814241	+	AT1G43722.1	0.96	2	0	1	1	3e-118	0.798	2	PSSD
CP002687.1	3065271	3069805	+	AT3G31950.1	0.27	4	0	3	4	2e-11	0.62	0	DUP
CP002687.1	3115978	3116609	+	AT2G11010.1	0.26	11	6	0	1	5e-47	0.67	0	DUP
CP002687.1	3145714	3147478	+	AT2G14720.1	0.47	22	1	6	4	4e-69	0.83	0	DUP
CP002687.1	3147553	3147657	+	AT5G27430.1	0.21	0	0	0	0	9e-08	0.771	0	FRAG
CP002687.1	3150714	3150938	+	AT1G48953.1	0.78	5	5	0	0	3e-16	0.700	1	PSSD
CP002687.1	3302396	3303905	+	AT1G43760.1	0.74	3	6	3	1	4e-131	0.64	0	DUP
CP002687.1	3305070	3305921	+	AT4G04650.1	0.86	0	2	0	1	1e-95	0.566	3	PSSD
CP002687.1	3322443	3322601	+	AT2G06908.1	0.39	0	0	0	0	5e-17	0.811	0	FRAG
CP002687.1	3417484	3417944	+	AT2G15025.1	0.91	4	17	1	1	5e-07	0.368	0	FRAG
CP002687.1	3524135	3524708	+	AT5G01080.1	0.94	30	9	2	2	8e-15	0.418	0	PSSD
CP002687.1	3572990	3575520	+	AT5G32590.1	0.99	25	17	2	3	0.0	0.73	0	DUP
CP002687.1	3577058	3577492	+	AT4G06490.1	1.00	0	1	0	0	7e-49	0.678	3	PSSD
CP002687.1	3629720	3629975	+	AT1G38950.1	0.77	9	0	1	1	9e-09	0.518	0	FRAG
CP002687.1	3651108	3653512	+	AT5G32590.1	0.89	19	0	1	8	0.0	0.82	0	DUP
CP002687.1	3654418	3655065	+	AT3G43150.1	1.00	1	7	1	1	4e-64	0.82	0	DUP
CP002687.1	3656673	3657323	+	AT3G24255.1	0.25	0	4	0	1	1e-32	0.51	0	DUP
CP002687.1	3705453	3708668	+	AT5G32590.1	0.97	8	80	5	3	5e-151	0.63	0	DUP
CP002687.1	3709347	3709717	+	AT3G32160.1	1.00	1	24	1	0	8e-42	0.649	3	PSSD
CP002687.1	3710114	3710549	+	AT4G06490.1	1.00	1	1	1	1	4e-47	0.705	0	PSSD
CP002687.1	3723273	3723416	+	AT1G35614.1	0.42	0	0	0	0	2e-12	0.750	0	FRAG
CP002687.1	3725148	3725753	+	AT3G42870.1	0.62	14	0	4	7	3e-22	0.500	0	FRAG
CP002687.1	3730075	3730897	+	AT1G43722.1	0.96	1	37	1	9	1e-89	0.621	3	PSSD
CP002687.1	3756264	3757552	+	AT3G24255.1	0.49	1	0	1	0	8e-43	0.67	2	DUP
CP002687.1	3758682	3759127	+	AT4G08691.1	0.83	15	1	3	0	2e-07	0.453	0	FRAG
CP002687.1	3759155	3759514	+	AT5G34869.1	0.44	1	1	0	2	1e-07	0.397	0	FRAG
CP002687.1	3759643	3759897	+	AT5G01080.1	0.46	2	1	0	0	4e-10	0.477	0	FRAG
CP002687.1	3763864	3764082	+	AT5G01080.1	0.41	2	5	0	1	7e-08	0.487	0	FRAG
CP002687.1	3780653	3781152	+	AT2G07505.1	1.00	0	0	0	1	6e-47	0.78	0	DUP
CP002687.1	3795839	3796342	+	AT2G17920.1	0.57	0	6	0	0	5e-14	0.287	0	FRAG
CP002687.1	3800363	3801129	+	AT2G06845.1	0.80	22	18	1	2	1e-48	0.460	3	PSSD
CP002687.1	3831737	3832036	+	AT3G43870.1	0.52	2	0	0	1	2e-36	0.780	0	FRAG
CP002687.1	3834671	3835058	+	AT5G29210.1	0.82	1	1	1	1	4e-22	0.808	0	PSSD
CP002687.1	3852320	3852945	+	AT4G00980.1	0.43	4	5	1	2	2e-13	0.327	0	FRAG
CP002687.1	3858712	3859192	+	AT5G29210.1	0.99	4	1	1	0	3e-16	0.739	0	PSSD
CP002687.1	3861973	3862132	+	AT2G09388.1	0.35	1	0	1	2	2e-10	0.717	0	FRAG
CP002687.1	3863270	3863377	+	AT2G06906.1	0.29	0	0	0	1	4e-07	0.722	0	FRAG
CP002687.1	3883291	3883570	+	AT3G29750.1	0.23	1	2	1	0	7e-11	0.421	0	FRAG
CP002687.1	3922041	3922450	+	AT3G33393.1	0.96	1	0	1	1	1e-44	0.85	0	DUP
CP002687.1	3923852	3924191	+	AT4G06583.2	0.95	0	0	0	1	2e-34	0.83	3	DUP
CP002687.1	4111267	4111365	+	AT5G29054.1	1.00	0	0	0	0	5e-08	0.879	0	FRAG
CP002687.1	4118909	4119158	+	AT3G33494.1	0.42	1	1	1	2	1e-07	0.595	0	FRAG
CP002687.1	4120446	4120617	+	AT2G03822.1	1.00	1	0	1	0	1e-16	0.825	0	PSSD
CP002687.1	4132315	4132704	+	AT3G24255.1	0.13	3	0	0	0	2e-11	0.45	0	DUP
CP002687.1	4267733	4267880	+	AT3G58420.1	0.17	1	1	1	0	8e-09	0.700	0	FRAG
CP002687.1	4310358	4310504	+	AT1G51060.1	0.37	0	0	0	0	5e-09	0.755	1	FRAG
CP002687.1	4311260	4311427	+	AT1G32375.1	0.14	0	2	0	1	2e-08	0.586	0	FRAG
CP002687.1	4311645	4311770	+	AT3G60440.1	0.14	0	0	0	0	1e-09	0.738	0	FRAG
CP002687.1	4316663	4316891	+	AT2G30100.1	0.15	1	1	1	1	5e-12	0.792	0	FRAG
CP002687.1	4377721	4377837	+	AT2G09388.1	0.25	0	0	0	0	9e-08	0.692	0	FRAG
CP002687.1	4484964	4485062	+	AT4G05553.1	0.30	0	0	0	0	1e-07	0.788	0	FRAG
CP002687.1	4485074	4485805	+	AT3G43470.1	0.52	9	3	2	0	3e-39	0.478	0	FRAG
CP002687.1	4503183	4505825	+	AT5G32590.1	0.97	2	2	2	5	8e-161	0.77	0	DUP
CP002687.1	4506429	4507069	+	AT3G43150.1	1.00	1	2	1	1	3e-65	0.83	1	DUP
CP002687.1	4507363	4507794	+	AT4G06490.1	0.99	0	1	0	1	1e-46	0.662	0	PSSD
CP002687.1	4593398	4594583	+	AT3G24255.1	0.51	19	0	2	1	6e-26	0.606	0	FRAG
CP002687.1	4595676	4596604	+	AT1G52950.1	0.34	2	1	1	1	9e-12	0.49	0	DUP
CP002687.1	4659896	4660126	+	AT4G07868.1	0.99	0	0	0	1	1e-27	0.961	0	PSSD
CP002687.1	4660966	4661384	+	AT1G24440.1	0.48	1	9	1	3	3e-25	0.68	3	DUP
CP002687.1	4693228	4693592	+	AT1G24440.1	0.37	0	0	0	2	3e-32	0.83	3	DUP
CP002687.1	4696492	4696625	+	AT1G77520.1	0.12	1	0	1	1	2e-10	0.844	0	FRAG
CP002687.1	4729794	4730307	+	AT5G29070.1	0.45	2	0	2	0	2e-12	0.70	0	DUP
CP002687.1	4733681	4734009	+	AT4G06490.1	0.85	1	14	1	2	5e-23	0.540	0	PSSD
CP002687.1	4799850	4800725	+	AT1G01220.1	0.29	6	34	6	3	9e-38	0.71	0	DUP
CP002687.1	4840502	4841144	+	AT4G03740.1	0.45	13	0	3	0	6e-38	0.78	3	DUP
CP002687.1	4845129	4845474	+	AT4G08025.1	1.00	1	0	1	0	2e-45	0.878	0	PSSD
CP002687.1	4863216	4864026	+	AT4G09660.1	0.39	8	12	4	7	2e-28	0.58	0	DUP
CP002687.1	4908536	4911666	+	AT4G10760.1	0.07	2	0	1	2	3e-14	0.77	0	DUP
CP002687.1	4935323	4936318	+	AT3G43870.1	1.00	12	2	3	1	2e-15	0.70	0	DUP
CP002687.1	4938667	4938984	+	AT3G43870.1	0.52	12	2	2	1	3e-12	0.682	0	FRAG
CP002687.1	4969749	4970170	+	AT3G24517.1	0.74	21	0	1	3	3e-08	0.379	0	FRAG
CP002687.1	4975286	4976575	+	AT3G09510.1	0.89	2	0	2	3	3e-44	0.614	0	PSSD
CP002687.1	4977009	4977152	+	AT5G28070.1	0.55	0	0	0	0	3e-11	0.667	0	FRAG
CP002687.1	4991313	4991477	+	AT4G01897.1	0.45	0	0	0	0	2e-17	0.782	0	FRAG
CP002687.1	5006505	5007148	+	AT3G43150.1	1.00	1	1	1	2	2e-47	0.71	0	DUP
CP002687.1	5007430	5007867	+	AT4G06490.1	1.00	0	0	0	2	1e-40	0.616	0	PSSD
CP002687.1	5023154	5023438	+	AT5G30341.1	0.48	0	1	0	2	8e-15	0.84	0	DUP
CP002687.1	5122093	5122473	+	AT2G35280.1	0.78	1	1	0	2	3e-09	0.289	0	FRAG
CP002687.1	5124332	5125212	+	AT2G16430.1	0.71	3	4	3	5	5e-52	0.61	0	DUP
CP002687.1	5147263	5147397	+	AT3G42155.1	0.27	0	0	0	2	3e-13	0.778	0	FRAG
CP002687.1	5201234	5202110	+	AT3G27140.1	0.86	22	0	3	3	1e-103	0.92	3	DUP
CP002687.1	5221184	5221381	+	AT5G66910.1	0.08	0	0	0	0	7e-09	0.652	3	FRAG
CP002687.1	5284810	5285403	+	AT2G17920.1	0.65	2	2	2	1	1e-57	0.715	0	FRAG
CP002687.1	5320812	5321163	+	AT5G06620.1	0.26	2	0	1	2	7e-14	0.74	2	DUP
CP002687.1	5337854	5338030	+	AT4G08395.1	0.25	0	0	0	1	3e-18	0.780	0	FRAG
CP002687.1	5338130	5338460	+	AT5G06620.1	0.24	0	0	0	0	1e-09	0.68	0	FRAG
CP002687.1	5425020	5425489	+	AT4G02740.1	0.30	14	2	1	0	2e-39	0.579	1	FRAG
CP002687.1	5484614	5485145	+	AT3G54630.1	0.33	5	12	4	4	8e-42	0.684	0	FRAG
CP002687.1	5520265	5520555	+	AT4G04650.1	0.29	0	0	0	0	2e-42	0.938	0	FRAG
CP002687.1	5591881	5592336	+	AT1G21280.1	0.65	0	1	0	0	3e-16	0.307	0	FRAG
CP002687.1	5821214	5822400	+	AT2G38590.1	0.98	10	30	1	1	2e-115	0.587	0	PSSD
CP002687.1	5856992	5857117	+	AT4G09300.1	0.19	0	0	0	0	9e-13	1.000	0	FRAG
CP002687.1	5870343	5887977	+	AT3G30160.1	0.80	5	0	2	1	2e-22	0.78	0	DUP
CP002687.1	5871542	5871719	+	AT3G43870.1	0.32	1	1	1	3	6e-18	0.850	0	FRAG
CP002687.1	5877589	5878885	+	AT4G09200.1	0.58	3	0	3	0	8e-56	0.99	3	DUP
CP002687.1	5888845	5889022	+	AT3G43870.1	0.32	1	1	1	3	6e-18	0.850	0	FRAG
CP002687.1	5913689	5913895	+	AT3G30160.1	0.76	0	0	0	0	4e-16	0.783	0	PSSD
CP002687.1	5985822	5986654	+	AT2G38590.1	0.75	11	44	7	3	7e-38	0.506	0	PSSD
CP002687.1	6007688	6007885	+	AT1G16740.1	0.52	0	0	0	0	3e-25	0.848	0	FRAG
CP002687.1	6011776	6012223	+	AT4G20080.1	0.20	6	11	2	5	8e-21	0.609	3	FRAG
CP002687.1	6059898	6060722	+	AT2G41590.1	0.69	22	0	2	2	1e-74	0.596	0	FRAG
CP002687.1	6061364	6061767	+	AT4G08867.1	0.99	3	3	3	1	5e-31	0.623	0	PSSD
CP002687.1	6126883	6127389	+	AT5G36228.1	0.49	1	9	0	0	3e-21	0.360	0	FRAG
CP002687.1	6131687	6157272	+	AT2G02650.1	0.90	2	16	1	0	1e-81	0.37	1	FRAG
CP002687.1	6212276	6212578	+	AT3G18320.1	0.33	4	2	0	2	1e-13	0.524	3	FRAG
CP002687.1	6224886	6225720	+	AT4G10410.1	0.81	21	4	1	1	7e-82	0.65	0	DUP
CP002687.1	6225801	6226009	+	AT4G10420.1	0.19	9	0	1	0	2e-75	0.671	0	FRAG
CP002687.1	6227188	6227773	+	AT1G33910.1	0.58	21	1	1	12	2e-10	0.316	0	FRAG
CP002687.1	6233808	6233975	+	AT4G09940.1	0.14	0	0	0	0	2e-15	0.821	3	FRAG
CP002687.1	6278865	6278978	+	AT4G00550.1	0.08	0	0	0	0	9e-10	0.842	0	FRAG
CP002687.1	6307686	6307835	+	AT3G57590.1	0.12	3	0	0	0	2e-07	0.680	0	FRAG
CP002687.1	6355729	6368550	+	AT4G10190.1	0.94	15	11	4	2	3e-32	0.58	3	DUP
CP002687.1	6509362	6511637	+	AT4G10520.1	0.80	7	1	3	0	0.0	0.92	0	DUP
CP002687.1	6578804	6579021	+	AT1G73603.1	0.81	1	0	1	1	5e-27	0.849	3	PSSD
CP002687.1	6580168	6580302	+	AT1G73600.1	0.10	0	4	0	2	4e-07	0.653	0	FRAG
CP002687.1	6586826	6587033	+	AT3G03580.1	0.08	1	0	1	0	2e-18	0.783	0	FRAG
CP002687.1	6671825	6671997	+	AT4G10840.1	0.11	1	6	1	0	1e-09	0.734	1	FRAG
CP002687.1	6687143	6687331	-	AT2G25370.1	0.10	0	0	0	2	2e-07	0.794	3	FRAG
CP002687.1	6728812	6729191	+	AT4G11000.1	0.32	1	1	1	0	3e-40	0.906	0	FRAG
CP002687.1	6851026	6851190	+	AT4G11240.1	0.18	0	2	0	0	1e-20	0.860	0	FRAG
CP002687.1	6914213	6914619	+	AT5G63650.1	0.23	0	0	0	2	2e-25	0.84	0	DUP
CP002687.1	6930640	6930980	+	AT4G11550.1	0.16	5	0	1	1	2e-44	0.825	0	FRAG
CP002687.1	6935826	6936946	+	AT3G24255.1	0.51	37	33	9	7	1e-19	0.415	0	FRAG
CP002687.1	6963662	6963799	+	AT5G39970.1	0.07	0	0	0	1	1e-07	0.804	0	FRAG
CP002687.1	6982319	6982675	+	AT4G11521.1	0.45	0	0	0	1	7e-40	0.697	0	FRAG
CP002687.1	6982664	6983603	+	AT4G23180.1	0.33	8	0	3	2	1e-60	0.69	3	DUP
CP002687.1	6994364	6994661	+	AT4G11385.1	0.62	17	5	1	4	5e-12	0.505	0	FRAG
CP002687.1	7028753	7029181	+	AT1G17630.1	0.20	0	0	0	3	4e-40	0.748	0	FRAG
CP002687.1	7121037	7129115	+	AT3G14460.1	0.25	17	101	9	5	5e-33	0.55	0	DUP
CP002687.1	7249587	7249829	+	AT2G13430.1	0.43	4	0	0	2	2e-08	0.475	1	FRAG
CP002687.1	7272377	7272570	+	AT5G15200.2	0.41	2	0	1	2	2e-12	0.846	0	FRAG
CP002687.1	7294774	7295076	+	AT4G12617.1	0.86	1	9	0	0	1e-17	0.382	1	FRAG
CP002687.1	7334340	7335410	+	AT4G00893.1	0.92	4	2	3	4	3e-149	0.799	0	PSSD
CP002687.1	7357201	7358067	+	AT5G48050.1	0.74	19	1	2	0	5e-63	0.552	0	PSSD
CP002687.1	7520100	7520848	+	AT3G24255.1	0.32	4	20	3	4	1e-14	0.43	0	DUP
CP002687.1	7556102	7556696	+	AT4G12920.1	0.52	10	3	9	1	2e-14	0.640	0	FRAG
CP002687.1	7561647	7561986	+	AT5G33320.1	0.28	1	2	1	2	6e-18	0.852	0	FRAG
CP002687.1	7738680	7738867	+	ATCG00420.1	0.39	2	0	1	1	2e-11	0.667	0	FRAG
CP002687.1	7813103	7813924	+	AT4G04650.1	0.83	2	4	0	1	2e-54	0.417	1	PSSD
CP002687.1	7882844	7883286	+	AT4G00320.1	0.26	18	0	3	2	2e-09	0.503	0	FRAG
CP002687.1	7884035	7884439	+	AT3G59270.1	0.31	2	4	1	1	3e-08	0.47	0	FRAG
CP002687.1	7889775	7889990	+	AT2G46460.1	0.45	0	0	0	0	8e-30	0.847	0	FRAG
CP002687.1	7922356	7922657	+	AT3G56530.1	0.40	1	28	1	2	9e-07	0.535	3	FRAG
CP002687.1	8035711	8038242	+	AT4G13810.2	1.00	22	14	0	0	0.0	0.77	3	DUP
CP002687.1	8039003	8041317	+	AT4G13920.1	0.66	12	2	0	0	1e-122	0.77	3	DUP
CP002687.1	8086233	8086509	+	AT4G14000.1	0.19	1	0	1	1	5e-13	0.85	0	DUP
CP002687.1	8142812	8143070	+	AT3G29785.1	0.78	2	0	1	3	2e-13	0.616	0	PSSD
CP002687.1	8262357	8262796	+	AT5G19270.1	0.40	1	0	1	1	4e-20	0.429	3	FRAG
CP002687.1	8410627	8413212	+	AT1G74310.1	0.89	4	30	1	4	0.0	0.70	3	DUP
CP002687.1	8445831	8445988	+	AT4G14730.1	0.24	1	3	1	0	3e-08	0.589	0	FRAG
CP002687.1	8600384	8601477	+	AT5G62970.1	0.78	13	25	0	0	2e-65	0.47	0	DUP
CP002687.1	8623281	8623388	+	AT4G15100.1	0.07	0	0	0	0	7e-08	0.778	3	FRAG
CP002687.1	8811525	8811635	+	AT4G15300.1	0.08	0	0	0	0	1e-09	0.811	0	FRAG
CP002687.1	8940688	8941076	+	AT4G15715.1	0.88	3	0	1	1	6e-14	0.59	0	DUP
CP002687.1	8945024	8945457	+	AT4G15710.1	0.82	2	10	2	0	1e-07	0.48	0	FRAG
CP002687.1	9006113	9006346	+	AT2G24830.1	0.16	0	0	0	1	3e-08	0.526	0	FRAG
CP002687.1	9055124	9056998	+	AT4G13992.1	0.98	7	4	5	1	0.0	0.691	1	PSSD
CP002687.1	9090082	9091235	+	AT5G52330.1	0.61	28	1	2	2	1e-56	0.59	0	DUP
CP002687.1	9104580	9105105	+	AT1G58602.1	0.16	1	5	1	1	2e-24	0.483	1	FRAG
CP002687.1	9163512	9163607	+	AT4G16190.1	0.09	0	3	0	0	1e-10	0.829	0	FRAG
CP002687.1	9182766	9182917	+	AT4G16230.1	0.20	1	0	1	1	3e-10	0.745	0	FRAG
CP002687.1	9187999	9188522	+	AT5G08460.1	0.38	2	3	0	0	2e-19	0.42	1	DUP
CP002687.1	9311355	9313176	+	AT5G37920.1	1.00	7	6	1	0	0.0	0.711	0	PSSD
CP002687.1	9481811	9482160	+	AT4G16915.1	0.38	3	6	2	1	5e-15	0.78	0	DUP
CP002687.1	9499398	9500063	+	AT4G16915.1	0.55	0	0	0	0	2e-23	0.94	0	DUP
CP002687.1	9528626	9528871	+	AT1G33710.1	0.39	0	0	0	0	2e-14	0.378	0	FRAG
CP002687.1	9537645	9537815	+	AT4G16850.1	0.18	0	0	0	0	1e-20	0.895	0	FRAG
CP002687.1	9537986	9538663	+	AT4G16915.1	0.55	3	2	2	2	7e-15	0.87	0	DUP
CP002687.1	9794796	9794914	+	AT5G24520.1	0.12	1	0	1	1	7e-08	0.750	3	FRAG
CP002687.1	9804996	9805274	+	AT5G45710.1	0.33	0	21	0	0	7e-08	0.351	0	FRAG
CP002687.1	9950634	9950872	+	AT4G17890.1	0.24	4	22	1	0	1e-18	0.618	0	FRAG
CP002687.1	9958111	9958813	+	AT4G17890.1	0.53	6	17	2	2	5e-50	0.66	0	DUP
CP002687.1	9999190	9999452	+	ATCG01000.1	0.27	2	4	2	2	1e-08	0.769	0	FRAG
CP002687.1	10171933	10172397	+	AT3G30370.1	0.88	0	3	0	0	4e-59	0.753	2	PSSD
CP002687.1	10272975	10273881	+	AT5G45830.1	0.75	2	5	1	1	6e-30	0.59	2	DUP
CP002687.1	10528680	10529079	+	AT3G43290.1	0.73	36	0	2	6	2e-24	0.504	0	PSSD
CP002687.1	10531262	10532247	+	AT4G19330.1	0.59	16	1	1	2	1e-168	0.882	1	FRAG
CP002687.1	10535723	10535989	+	AT5G49000.1	0.25	7	0	0	1	3e-13	0.472	0	FRAG
CP002687.1	10555304	10555878	+	AT4G19340.1	0.49	20	0	1	1	7e-24	0.84	1	DUP
CP002687.1	10893398	10895117	+	AT2G34920.1	0.62	16	14	4	3	1e-09	0.43	0	FRAG
CP002687.1	10919331	10919531	+	AT4G10613.1	0.46	0	0	0	0	4e-19	0.582	3	FRAG
CP002687.1	11100924	11102009	+	AT4G20670.1	1.00	2	0	1	1	4e-81	0.99	3	DUP
CP002687.1	11102509	11103311	+	AT4G20700.1	0.51	1	0	1	0	3e-61	0.981	0	FRAG
CP002687.1	11111042	11111134	+	AT5G10336.1	0.78	0	0	0	0	2e-10	1.000	0	FRAG
CP002687.1	11114996	11115238	+	AT3G61028.2	0.30	9	1	2	0	1e-20	0.805	0	FRAG
CP002687.1	11147244	11147667	+	AT4G39240.1	0.38	3	4	1	4	5e-07	0.407	0	FRAG
CP002687.1	11207379	11207948	+	AT4G20650.1	0.38	4	0	2	1	4e-40	0.600	0	FRAG
CP002687.1	11233240	11233493	+	AT4G21070.1	0.11	1	19	1	1	3e-09	0.654	0	FRAG
CP002687.1	11407024	11407401	+	AT2G46460.1	0.78	3	2	0	0	2e-07	0.289	3	FRAG
CP002687.1	11487709	11488773	+	AT4G23580.1	0.95	11	17	2	3	1e-89	0.586	3	PSSD
CP002687.1	11535040	11535342	+	AT2G20710.2	0.28	2	8	2	1	1e-09	0.385	0	FRAG
CP002687.1	11544944	11545120	+	AT4G04910.1	0.08	1	0	0	0	9e-08	0.593	0	FRAG
CP002687.1	11605156	11605293	+	AT4G21880.1	0.05	0	0	0	0	8e-08	0.935	0	FRAG
CP002687.1	11670976	11671541	+	AT4G28200.1	0.34	7	33	3	4	1e-14	0.518	0	FRAG
CP002687.1	11674552	11675557	+	AT1G10110.1	0.98	31	21	1	0	1e-15	0.275	0	FRAG
CP002687.1	11737139	11737741	+	AT4G22165.1	0.55	10	7	0	0	3e-25	0.505	3	FRAG
CP002687.1	11740122	11741239	+	AT4G22165.1	0.95	12	12	2	2	3e-94	0.60	0	DUP
CP002687.1	11831887	11832226	+	AT4G22970.1	0.05	2	6	1	3	1e-11	0.580	0	FRAG
CP002687.1	11847609	11848057	+	AT3G24255.1	0.16	32	0	1	1	6e-12	0.367	0	FRAG
CP002687.1	11891677	11892162	+	AT4G22600.1	0.59	1	0	0	3	4e-18	0.414	1	FRAG
CP002687.1	12095507	12096881	+	AT4G10220.1	0.44	0	0	0	0	2e-17	0.70	0	DUP
CP002687.1	12305868	12306197	+	AT1G65342.1	0.90	10	0	0	2	1e-15	0.523	1	PSSD
CP002687.1	12509589	12509820	+	AT4G10790.1	0.16	1	0	1	0	9e-08	0.714	3	FRAG
CP002687.1	12845179	12845335	+	AT4G24973.1	0.39	3	0	2	1	7e-11	0.830	0	FRAG
CP002687.1	12845676	12846012	+	AT4G24972.1	0.66	4	5	3	0	3e-17	0.803	0	FRAG
CP002687.1	13166569	13166838	+	AT4G25920.1	0.23	0	0	0	0	1e-17	1.000	3	FRAG
CP002687.1	13294732	13294935	+	AT4G26260.1	0.21	0	0	0	0	8e-27	0.868	3	FRAG
CP002687.1	13525313	13527022	+	AT5G07260.1	0.69	8	4	1	0	2e-26	0.48	0	DUP
CP002687.1	13762943	13763176	+	AT4G27550.1	0.10	0	0	0	2	1e-14	0.782	3	FRAG
CP002687.1	13816781	13816963	+	AT5G54145.1	1.00	0	2	0	0	6e-14	0.635	0	PSSD
CP002687.1	13867466	13867668	+	AT4G27850.1	0.12	1	0	1	0	4e-09	0.515	0	FRAG
CP002687.1	14221624	14223198	+	AT4G28811.1	0.76	16	24	2	0	7e-20	0.67	0	DUP
CP002687.1	14311880	14312023	+	AT5G04047.1	0.32	0	0	0	0	3e-09	0.500	0	FRAG
CP002687.1	14500150	14500322	+	AT4G29550.1	0.17	1	4	1	0	2e-08	0.629	0	FRAG
CP002687.1	14500614	14500869	+	AT4G29540.2	0.17	0	0	0	0	2e-08	0.75	0	FRAG
CP002687.1	14786112	14786225	+	AT5G03030.1	0.34	0	0	0	1	3e-07	0.711	0	FRAG
CP002687.1	14988877	14989101	+	AT2G35280.1	0.47	2	2	2	0	6e-20	0.948	2	FRAG
CP002687.1	15033607	15033816	+	AT4G30040.1	0.17	1	4	0	3	3e-13	0.608	1	FRAG
CP002687.1	15161051	15161280	+	AT4G37500.1	0.65	6	9	2	0	6e-15	0.765	0	FRAG
CP002687.1	15332429	15332821	+	AT4G31660.1	0.41	1	0	1	0	5e-30	0.80	0	DUP
CP002687.1	15566536	15566822	+	AT2G18540.1	0.09	1	0	1	0	9e-18	0.95	0	DUP
CP002687.1	15627810	15628013	+	AT4G32375.1	0.14	0	0	0	0	6e-17	0.588	0	FRAG
CP002687.1	15633608	15633781	+	AT4G32370.1	0.18	0	2	0	0	2e-15	0.483	0	FRAG
CP002687.1	15667734	15668145	+	AT4G10613.1	0.93	2	0	1	1	3e-11	0.467	0	PSSD
CP002687.1	16058736	16059045	+	AT2G45380.1	0.15	4	0	4	0	1e-07	0.86	2	FRAG
CP002687.1	16248865	16248963	+	AT3G43980.1	0.59	0	0	0	0	2e-12	0.970	0	FRAG
CP002687.1	16252746	16252874	+	AT5G36200.1	0.09	0	0	0	0	2e-08	0.814	1	FRAG
CP002687.1	16321340	16321489	+	AT5G06265.1	0.49	0	2	0	1	1e-09	0.654	0	FRAG
CP002687.1	16326614	16326745	+	AT5G06670.1	0.04	0	0	0	0	2e-09	0.795	0	FRAG
CP002687.1	16332315	16334861	+	AT4G34100.1	0.59	2	0	2	0	1e-51	1.00	1	DUP
CP002687.1	16368087	16369158	+	AT4G23580.1	1.00	1	26	1	0	4e-115	0.645	0	PSSD
CP002687.1	16718823	16719167	+	AT4G35120.1	0.29	9	5	0	3	5e-13	0.475	0	FRAG
CP002687.1	16933547	16933949	+	AT2G26160.1	0.40	9	4	2	1	9e-26	0.688	0	FRAG
CP002687.1	16971655	16972577	+	AT2G17720.1	0.66	4	22	1	0	1e-43	0.64	0	DUP
CP002687.1	17081640	17082372	+	AT5G06670.1	0.34	4	92	4	7	3e-09	0.335	0	FRAG
CP002687.1	17625475	17626056	+	AT4G34890.1	0.17	6	96	3	3	5e-08	0.47	0	FRAG
CP002687.1	17637276	17637634	+	AT4G37520.1	0.41	1	15	1	2	3e-15	0.444	3	FRAG
CP002687.1	17706664	17706829	+	AT2G40710.1	0.58	2	0	1	0	7e-18	0.927	2	FRAG
CP002687.1	17946154	17946460	+	AT4G37685.1	0.38	0	0	0	0	3e-25	0.94	0	DUP
CP002687.1	17951673	17951981	+	AT4G40000.1	0.10	1	4	1	2	8e-09	0.70	0	FRAG
CP002687.1	18040255	18040919	+	AT4G03430.1	0.26	3	46	1	0	1e-59	0.608	0	FRAG
CP002687.1	18256189	18256713	+	AT4G38870.1	0.41	8	7	2	3	4e-19	0.451	0	FRAG
CP002687.1	18439138	18439823	+	AT5G28160.1	1.00	15	107	3	0	4e-17	0.381	0	FRAG
CP002687.1	18547726	18548225	+	AT4G35380.1	0.10	6	2	4	0	2e-44	0.905	0	FRAG
